card_1,card_2,card_3,result
18294,32453,32347,36
15970,36148,38366,54
5007,4271,34147,65
14639,19093,4198,60
5474,31983,2625,72
33299,20534,12124,59
35755,38651,26416,73
17344,3192,9469,68
14561,27115,29520,20
18170,10214,12,74
28115,15091,32324,44
35540,37159,13612,84
21303,5419,4007,98
12250,9981,3194,92
12091,38560,4223,77
27000,11708,11618,24
9224,7788,28878,56
37052,31157,30155,43
11640,3507,3995,66
30469,22090,17001,53
34521,21025,34688,60
32628,34164,27982,45
11689,22106,4603,48
27878,23720,36481,96
35646,28198,3331,98
9433,24873,7809,47
26330,7772,21288,72
31108,33063,38259,42
31223,14414,20465,24
33177,18215,5342,59
25685,30079,10842,76
15007,11562,25126,21
22206,30844,16587,45
1798,21240,4660,78
6272,12401,11337,72
3028,5424,22627,66
13122,34684,32327,55
21946,30190,9118,70
37069,20569,24128,26
32303,9482,36123,52
30245,21266,4774,76
13932,20571,28145,43
4092,26300,8003,70
2728,3904,10901,100
17686,11663,21011,80
25173,11253,28210,41
23626,30851,29650,66
7273,25208,28710,22
7747,14378,13946,41
26495,6334,187,50
18225,38278,19856,31
11693,3033,12027,54
27886,24132,18993,43
26565,23440,24515,73
35597,36286,9485,100
21073,33311,29727,75
22902,20468,29553,46
9923,13668,18786,67
33221,13146,6107,98
11633,14757,5619,34
36255,5625,10568,50
29532,22705,5360,56
24325,6157,26625,53
16214,28836,6906,52
27420,28803,7088,23
6150,16066,7664,81
24925,14389,23608,67
36053,99,2676,58
11664,12508,10256,88
28100,28630,16867,51
36791,13693,20720,30
28765,35735,28616,80
18364,22507,10960,82
14409,5538,21873,48
35327,18227,4582,90
12153,23578,33063,109
30055,10814,18347,60
34001,16895,33378,47
26518,32512,10024,68
27478,21079,18799,54
33355,30814,36062,53
2307,10708,31695,82
856,4846,4610,46
33392,16761,12085,68
19891,28183,25191,37
16273,22120,1149,75
30845,437,24352,25
22764,13635,7630,69
26445,17768,21293,82
26725,15293,36360,36
27181,19585,33905,19
37753,31853,20601,50
2473,9081,14022,77
17444,32521,19262,40
10984,16887,15867,66
17296,11743,12145,66
19888,6167,7085,45
17653,35627,5006,96
30752,18396,10539,52
24076,27839,3473,51
28057,21238,23350,124
34854,13252,5568,59
27976,24042,29409,41
2655,20321,6508,70
18887,6805,15481,21
33386,3016,1658,61
24474,27384,3820,55
19544,11453,305,22
18222,105,36789,41
18150,21083,38692,69
4770,1662,19777,40
21288,6238,31043,86
33453,38750,9175,60
25025,34866,26575,23
7768,31602,22620,80
33470,11765,3221,51
1850,9406,8687,69
33051,29538,329,37
25692,31043,3944,88
19051,36110,2554,58
13202,15797,23560,124
25760,36414,21929,76
10784,12804,7655,77
33303,33101,10133,102
36929,26319,22782,67
13272,27142,432,49
37931,18507,27116,48
25880,21362,1841,100
9378,38721,27788,61
20469,18033,30048,40
24349,28705,24325,30
11337,13595,9971,71
21251,16534,10685,77
24100,24366,12877,57
25059,34210,11637,22
7800,22679,938,74
14647,28192,30868,50
35001,34062,21523,61
9028,16237,768,79
32416,30998,25964,54
38276,14010,20357,20
18382,33257,30261,65
6194,9065,13960,73
28002,3012,35268,98
9338,36263,19905,50
28591,12052,12119,72
18786,6497,24274,47
28744,17011,977,41
30497,11648,31522,52
15494,7109,31849,39
12903,13537,33882,61
26756,35000,36242,36
23,14404,34813,26
19534,34036,4173,57
22951,13900,38541,58
7888,38605,38512,26
30911,34224,27819,47
34645,6191,24504,49
3378,34228,24003,32
28270,34821,12077,66
7061,9930,23533,107
18458,27176,35361,80
33124,28941,24214,48
34713,30225,7051,33
1068,9346,6046,78
7565,31760,37074,55
16174,32553,33931,50
917,15144,6245,58
29006,826,19877,36
23432,21458,21039,140
37551,8600,5601,57
1641,15906,6325,85
22193,12155,14346,66
36086,28773,10236,76
37008,22562,10907,77
28659,18059,20694,34
37588,37184,30277,57
5467,3874,36132,70
5671,14641,17424,50
5525,13898,31262,35
28274,24427,11606,47
21955,37925,30488,66
33998,19938,34616,23
9133,25710,33507,91
14424,16090,6019,77
24303,9988,25078,60
24374,17639,29497,39
3118,4677,11579,38
27222,1258,37908,46
10558,22883,33938,71
28677,32472,33020,47
11384,11506,14587,32
16554,16689,18201,42
14023,37059,12844,67
32739,32349,30012,34
27145,25945,15091,48
38436,18494,6385,57
35667,18280,5574,88
17520,28254,38507,59
7140,24919,12511,40
22970,36763,6041,87
25709,352,34068,51
25057,9443,29010,43
3114,23360,21345,110
15464,28152,35749,92
194,31270,11676,26
6380,37991,24431,65
16815,21976,34614,43
27436,764,13572,35
34970,19720,31069,24
18093,28538,29306,36
16128,34662,30801,51
11336,26740,13921,35
30836,19669,6231,48
26610,12509,12418,72
290,1694,30416,44
4751,18910,13775,33
19695,7669,9312,50
7228,1515,12349,57
27049,4186,6504,78
36513,28053,360,50
28501,11638,18960,28
20004,4830,23714,72
30227,35597,25154,77
25543,35749,33950,101
13745,29329,6369,49
1638,3451,33260,61
16848,31804,278,41
21450,1875,30861,74
22028,6459,28807,68
25798,33784,24267,54
33040,26451,24283,48
2452,24295,18864,51
38256,19027,378,17
5470,25903,25542,84
7904,32653,1765,44
16147,23478,37059,100
33046,36287,15771,76
36991,18861,24781,24
26711,37685,37620,60
14020,17002,10270,72
19781,9938,97,60
34260,9348,28213,65
14627,22812,35276,108
13768,34038,37761,46
28003,4081,6964,77
24963,21186,34768,55
2699,34807,21471,88
37872,15317,3840,74
19084,12862,20337,47
6137,18175,10022,100
16606,6992,34199,27
1876,20676,22105,46
11282,1614,19887,36
10778,33824,4848,45
10207,31192,14665,70
8490,3105,24816,38
440,33951,28210,43
3939,16936,1914,73
31779,30835,7557,50
37015,36073,19900,37
37703,16651,37917,59
8506,36484,22142,61
32758,21349,25856,88
36280,1805,12090,66
33343,171,9141,61
33853,36092,25554,61
37698,17751,4637,64
32599,23320,34018,69
1120,22666,18324,78
4810,15829,17534,73
20553,30039,18454,40
32363,11645,33400,45
12353,4016,17335,98
20491,9780,30921,60
15107,37806,25995,68
7821,15767,30116,67
34001,6102,26764,53
38456,17323,33984,40
22555,29547,13136,83
15022,36513,15189,32
36142,31540,24185,49
32004,5741,27044,40
14732,34849,11286,30
6851,33763,34062,25
14520,24356,4063,63
1615,21135,23449,116
9407,13179,34087,76
1823,17577,22843,86
12040,13166,25600,105
8018,24962,28192,47
31570,25761,6837,67
32460,35395,36291,80
23566,37795,32620,84
1623,28043,9360,76
32258,25595,6758,51
27905,7085,29438,39
28755,25257,36361,31
19762,38508,31069,21
27778,12928,25105,70
38465,28063,11570,43
36093,18289,3940,78
25061,1533,7871,39
22744,11309,20577,52
27247,27015,6295,40
23627,5357,13133,103
34930,10744,20646,32
17522,2356,18841,68
178,20605,4057,50
34521,15952,29566,45
38630,28676,25515,53
19651,16226,33807,48
28739,22824,31761,76
7082,8529,25143,31
18937,5010,28882,32
11769,30988,24796,23
10739,36080,35773,94
3187,495,995,38
34691,67,6441,46
21302,806,33351,89
12888,28623,10885,73
19915,34549,229,20
38579,4938,15843,52
21135,7966,31256,70
23739,9367,13637,93
13648,1530,2621,69
3237,38367,38271,24
4972,19603,164,26
14729,13158,33260,78
8767,7013,36788,43
27801,9243,3762,98
5680,6802,38519,24
24520,2630,20687,47
15089,31529,4157,74
30959,30454,24499,37
18259,8689,10133,89
1265,6851,21268,69
18015,29662,32573,32
30974,3479,21029,68
34057,12379,23322,91
19120,36322,15871,55
15867,33277,36471,76
33333,10563,28881,61
13656,24149,2672,58
24295,34779,24767,20
22813,16066,35601,129
29345,16081,4669,51
17403,1909,2590,82
1554,38252,29477,29
38307,28752,5770,29
32390,11561,4615,32
4632,33388,25542,77
20309,36105,25815,54
21409,6853,36879,66
4096,21846,35353,122
30096,18486,16607,49
17519,29375,17600,56
12784,36900,28840,66
2486,16156,11710,79
16262,14755,12877,84
30262,8546,24455,48
21494,2748,7894,96
14484,3259,30500,44
18826,24062,28652,27
25820,14567,8567,69
35647,18310,14471,88
6871,26681,27921,47
4726,16888,18129,45
34869,16075,24373,50
25567,26640,35638,104
37114,16141,31063,58
73,4603,13840,33
15048,10137,22790,96
6035,10846,28787,66
33901,22950,14283,61
15392,19127,912,32
25967,18075,36476,72
17527,27042,5295,42
18059,19004,29705,30
8669,5578,28062,61
7034,25550,10183,91
30194,22023,10989,64
27123,25271,14709,19
28222,9120,24514,65
37727,37966,10042,96
4986,26685,21489,70
38364,24439,16834,25
8736,21100,38459,70
17735,31100,19980,42
21294,19589,28695,62
2690,33023,970,81
22737,4855,33364,81
30442,12423,25168,51
1268,2485,33013,81
24353,888,33017,54
17540,10117,28708,86
17510,29260,24773,33
10634,16693,34066,42
16783,35714,22850,107
15094,17014,37888,43
22746,3879,8465,103
7763,10075,16239,97
4571,34909,6018,54
4777,22569,34997,62
11560,3223,6419,56
1793,16634,26446,43
14,9017,33016,61
1066,27395,25663,58
30030,9203,25533,82
37192,55,20420,23
828,30762,14007,41
3063,29683,22672,58
19241,12513,34823,44
8363,10569,7016,50
13267,10950,22074,85
13988,16746,22652,64
31674,7512,4039,82
34619,6467,30254,58
32667,38516,38368,18
15890,34912,4056,83
23592,37796,18805,82
2543,35543,29359,96
24353,776,20376,29
21273,29386,21949,72
16679,34665,13983,32
6007,38541,7720,53
17300,12416,10157,104
13857,15904,6198,78
23757,14675,16972,75
16693,6371,29619,47
13851,22977,12974,92
13632,3217,35503,83
30101,7551,33167,61
17321,33519,21877,77
20626,5685,209,20
988,16887,30370,47
19524,35332,35336,118
6862,26555,8601,40
10582,27291,28888,38
13801,4864,3232,41
9867,3187,5500,74
36270,11753,26456,38
37611,29751,27922,56
8682,19807,18327,47
24892,1691,17275,49
34892,7731,31069,34
9268,30138,25104,49
30831,35554,22599,106
16853,18456,10146,79
8419,31149,6325,63
28919,22137,15516,44
4919,3958,20451,58
17694,12351,4862,70
25136,21004,29731,51
21435,37652,37939,92
12765,29649,27144,47
35003,23627,28732,72
35585,21890,17604,106
37236,26388,37223,42
13586,21822,36975,52
23463,34164,11580,71
3085,21447,22892,98
24471,35423,17020,76
21052,28079,25593,108
33503,22998,31743,91
7680,30324,19545,40
21194,35591,32435,108
37849,27236,37590,52
1853,33040,19947,53
26015,4874,23521,102
13205,36955,31127,64
22786,22822,1510,100
28711,36254,14497,40
8347,18970,28893,39
36203,22631,34986,64
28778,49,31023,28
13590,6090,12087,75
27921,12194,25138,61
6072,9256,32493,68
38313,5018,21914,43
6776,29616,13835,24
18188,1602,24020,49
9349,25545,25897,100
29664,30506,20408,24
19610,37730,28646,42
31805,13093,26553,75
22620,9153,37939,92
30871,33888,13847,32
10612,982,3935,82
13735,16640,22078,48
22890,27309,20530,46
31630,89,18376,50
21877,6974,20754,33
27507,19931,22635,50
20333,18056,17501,48
8565,5769,6048,65
17442,19069,14378,44
24754,27360,5621,19
30200,7232,31590,49
16754,4156,30092,71
16972,33179,5301,50
24029,17587,19504,41
10589,782,20698,42
7747,30096,17257,60
37521,12970,29261,67
36269,12066,34832,54
26447,37775,29277,40
15959,18896,28202,67
21007,33858,16690,64
13026,8434,19240,66
32537,5287,29307,24
36774,38305,34234,29
31937,38454,26447,41
12233,33036,19986,63
15495,10233,11334,66
7128,33305,25594,70
17510,26296,23684,90
35403,20624,6514,90
2523,18086,27267,60
6956,37094,9753,70
25647,3880,7610,94
13990,18924,18964,25
10167,10547,18432,90
11340,5749,3838,64
7222,22241,430,37
18044,34977,31207,38
2583,4612,2585,86
10674,21213,16156,99
6481,31830,32022,80
18193,28269,28613,60
6989,23552,5594,71
20283,8558,32507,31
32507,14311,24923,23
2005,2588,4586,70
11415,5597,35267,78
30995,13715,27204,27
38265,36879,15414,28
27107,12380,33177,61
9510,13805,17675,67
4104,30267,7803,76
35522,28961,17606,94
2601,12423,20353,68
35003,33329,25815,71
38647,35538,5437,73
29702,13506,29596,21
18294,151,28025,54
14635,6295,24967,47
26277,36309,4569,42
12978,33948,34010,57
9436,21419,21349,116
38001,11319,12136,64
19188,10126,38495,59
17317,29309,37666,54
33297,17347,33813,62
32462,27135,10650,34
15288,3432,24762,25
24479,34981,3251,31
36516,396,2,28
25216,4827,21448,61
27754,18329,37202,63
22941,26406,4874,66
33969,21911,7932,49
9219,6995,28863,47
37908,9121,33999,61
12452,31587,10732,76
32663,10772,6221,62
28138,24204,36960,52
14521,25637,3404,62
15244,17632,16714,45
37607,2578,27416,64
20364,22760,22268,66
19227,3042,19839,26
2407,16098,31930,93
2697,28890,11700,58
11384,31244,29269,24
30461,4738,14454,44
21513,24289,4054,95
31258,4196,11546,62
33407,18479,34853,55
18901,6777,10194,61
18398,17651,3820,88
6357,35293,7876,104
2419,25167,4840,53
34057,18931,24368,24
27169,30091,15942,55
2750,22868,27500,80
16176,21477,32735,85
1688,2716,32397,64
31734,411,30105,48
16536,25634,30372,65
4712,31028,19264,30
21467,21948,6236,100
5684,32518,15208,28
26547,32678,19701,26
23561,31071,9486,90
9494,10227,38522,81
27418,27392,27981,36
37719,30910,7927,50
16918,11271,27446,25
13918,21880,14526,49
13195,29440,24204,52
36402,27918,6210,76
28762,15054,25208,23
38258,10768,27236,31
19252,36521,25245,25
37144,27254,9921,67
36209,34066,15793,58
30936,32012,19508,40
26585,29506,19803,22
9849,28515,855,78
23448,6959,16123,92
37552,12087,32725,62
10684,27108,8651,47
25185,30062,25177,24
31896,33447,35362,107
7186,10703,28229,57
15322,31666,15820,65
31717,13841,34208,46
32000,29004,20748,38
22196,8251,13702,58
3753,27030,25227,49
21871,19883,12070,60
9362,27322,13793,45
19554,33987,7178,22
15462,11388,19863,24
2,25513,24378,51
34108,8577,23464,82
216,12952,14698,57
13128,32766,9955,95
22057,11503,31730,58
16624,26610,8590,44
13135,21827,13621,76
25500,1661,1713,76
28244,19749,16126,67
25903,37131,4831,65
20679,22097,16719,37
21255,21,27484,54
1824,32586,27840,56
13858,15218,19099,27
19740,7806,38358,27
28849,5358,15792,57
13076,10032,23531,139
36086,10881,34805,46
30324,7214,7958,41
34185,37099,1059,42
873,13698,27024,35
31979,20443,35573,82
19855,21487,19112,56
14446,32712,368,26
7630,11495,27947,54
21517,7636,25612,96
1063,4892,26273,44
18769,30917,5656,28
19828,12451,33414,63
28673,6147,9856,92
18142,19522,31665,50
33401,17533,23472,105
34242,7897,11646,35
34946,38714,7130,20
23360,30113,36341,86
12814,25893,30169,93
10537,16042,3181,69
8669,20585,9801,71
25935,25007,14561,51
34055,28124,7131,44
21758,30066,21863,66
9269,26448,141,46
31826,18388,32774,52
18902,30432,35446,80
5505,13153,1559,71
19551,36107,21483,66
2579,24392,27068,49
10126,18937,6009,86
23480,18104,14715,84
25633,19874,28018,70
28073,4523,19021,48
22862,11772,3769,92
33018,22156,34579,59
5603,6368,7024,51
33977,15267,19579,23
31223,21088,18871,60
22535,23623,4075,134
9072,33917,6044,69
21987,21456,12203,98
338,27524,29504,14
37266,15483,32326,31
33052,11384,33252,64
8386,37053,6829,43
34156,12381,12511,69
18307,9274,4083,90
21376,31663,21234,112
38729,18443,15979,58
8476,12022,18353,71
498,22626,12980,85
24000,38506,12265,44
16749,9373,29378,43
38606,31769,24075,38
6378,18339,33318,79
408,15140,12109,44
5444,4070,9123,82
27221,22828,24968,47
37163,6471,19668,53
37566,28801,13244,75
6464,23339,30473,102
23523,33324,10891,101
15896,16629,32632,52
917,24926,21344,65
8692,32438,21764,53
27046,20364,5443,18
24971,838,29723,25
1017,9978,4820,80
8361,27261,38635,30
17439,22004,37950,74
7636,36876,21816,55
8741,35395,7720,93
34522,7960,22780,64
31648,2632,34053,69
37813,14565,19951,42
23675,32723,74,66
18905,3998,34205,57
6218,4907,24781,49
7938,11354,7273,33
12058,23271,4159,124
37599,9113,12522,82
24462,31022,30256,37
2416,26432,23002,88
26553,17425,914,56
31836,9453,33059,79
27408,15779,34578,45
15799,22630,8297,94
27210,26,22959,50
18494,16967,12314,61
107,20445,24324,17
29593,25727,31155,50
12291,30850,30474,58
15006,8262,3090,43
25007,33861,28036,40
24084,33032,22193,60
6229,12396,4758,76
34630,10222,9081,84
27067,16094,21898,61
31635,3776,15985,99
20590,11762,34905,20
1251,34750,22618,66
21179,35300,11639,110
38672,34979,17634,39
32349,13744,138,27
36058,4042,36834,73
34745,13549,7619,37
18019,15994,18286,73
17747,15310,21033,78
28739,10133,3344,74
15818,3295,18946,53
6492,9886,32495,88
11467,9475,7507,54
34644,25893,19741,50
34183,4108,33783,60
12139,16269,26003,99
18104,28112,8742,69
21016,11752,5393,66
10665,25533,17636,84
31688,7244,17689,57
6204,5628,5652,56
10260,28537,19640,66
1802,16978,21192,75
25616,32459,32417,52
2697,30025,19856,60
33101,10693,31695,73
13912,17690,12768,78
6238,172,31253,48
23644,36290,15463,76
30831,11503,31747,44
27392,23286,34522,64
10813,21430,21042,110
34245,36187,6836,32
14429,14428,11564,34
12827,14683,14312,63
19826,31805,1755,50
18295,25061,37519,47
12314,26499,14557,54
33830,29772,34891,21
30358,23308,2646,106
6330,10058,4681,94
8292,32600,20019,35
2336,19033,32552,50
3921,9404,2462,106
18996,34639,34675,22
19847,13853,20381,21
13077,17292,18861,71
37214,3164,27435,33
24760,30191,28215,49
34106,35531,1260,83
28628,1578,8498,53
11328,22840,4244,92
314,26344,12982,57
14591,4243,22139,78
22590,11768,30990,60
6146,9924,29005,92
38414,32702,28764,25
29409,23663,23584,108
13098,22879,38376,84
17640,37747,9296,78
3389,15065,12267,52
5752,16139,15116,53
31612,30476,824,60
28581,22121,9958,84
28016,13571,11394,51
3971,1783,19827,68
19011,27998,21468,78
31665,24058,18460,53
15172,28949,5709,32
36081,31253,8734,47
19237,1964,38334,31
8276,9875,20662,71
11283,15287,6831,25
14606,910,21856,54
10081,34856,35582,112
38619,30868,14610,27
28572,37189,33304,54
21345,24131,27306,57
35416,32493,30969,74
12793,5663,33146,78
36516,19000,28091,50
3391,33867,12109,53
7082,19646,6751,20
33952,29761,6331,45
20706,2346,14323,50
3348,2333,6402,82
8689,2498,34070,66
31678,956,4870,56
22241,37959,4569,62
15206,27092,36027,28
27297,24203,21138,57
30836,33111,28725,49
9793,1691,34698,76
16868,17727,27061,41
38378,35340,32608,69
25054,33361,8515,51
1016,18384,12099,68
20641,33235,18755,35
10517,2471,37503,82
14264,33944,16734,32
31933,18418,23462,96
3984,22653,20527,84
35272,25621,1118,110
25121,38304,31606,32
1172,11274,18361,48
33963,28212,27040,41
23735,63,23668,110
3499,11329,13601,37
37085,36433,25963,67
9487,15172,21520,80
3781,38434,10935,69
8762,14582,30132,51
36212,12994,37728,79
28997,4070,1679,74
4054,12471,24454,81
29678,28001,4894,46
20683,24501,31635,35
13027,10535,17282,87
36925,31541,35746,95
37904,9283,22955,92
2355,17641,878,80
29340,36769,14744,31
28766,18901,31985,42
33437,32262,29322,39
13822,23605,4855,79
26381,6781,24967,22
35010,16844,8713,40
3501,6007,37262,61
16249,26686,34734,53
25183,36430,9138,47
131,35448,28705,74
30993,32413,7073,25
23545,6474,30474,102
29413,34950,9993,60
16810,19100,20285,19
36068,10638,20475,40
4635,8010,27974,58
38504,19140,38668,16
25113,29385,30048,25
16568,24003,24288,29
22927,36209,1065,74
10861,1912,11008,64
18104,13647,19996,39
16233,35293,16915,100
8525,11676,30024,49
26351,7694,38708,33
24800,32318,29250,15
14713,16119,5413,57
37878,1990,14595,56
27255,11021,26714,38
4827,15452,19052,28
82,22956,10186,94
1967,14610,21832,56
3224,38598,14395,31
6118,17726,10977,80
4045,12280,23461,124
19025,20709,14552,20
35301,20532,33760,67
22513,29684,12185,74
30460,37081,24221,42
21394,22564,23427,136
29572,34143,9345,41
7624,34517,7946,40
38324,12346,27069,39
2495,3335,813,68
13131,16870,32658,58
11425,22154,34011,43
38635,17747,30189,49
3269,33210,21969,65
27942,13203,24288,76
27210,20477,2588,42
15272,23492,37640,84
32494,13853,13858,34
32266,3306,27753,50
34534,36300,9473,52
15118,5573,33192,47
29699,17313,19703,36
7704,6773,31745,47
33096,8743,22680,88
23506,3491,23473,118
26646,2452,7077,55
16698,11479,10119,69
3883,26452,20494,56
38678,33780,36057,30
23677,7138,27296,63
35296,14582,13179,107
36036,27991,31202,54
3436,33458,4941,55
12934,12348,22885,109
12214,8594,38408,56
25528,21957,21,66
34826,30264,3041,40
9884,24433,34803,65
16614,15985,20600,46
5436,11422,18919,28
5281,25929,19212,54
4993,1926,14421,46
873,4757,18491,52
27423,5385,24904,19
8746,17510,5518,59
6502,22861,34870,80
28560,12252,21295,86
13755,35515,34125,78
8331,27168,25935,61
16220,4757,5450,59
117,37874,9484,58
30308,30924,26445,40
